time_s,emotion,face_x,face_y,face_w,face_h
74.997,sad,0,0,359,639
75.036,neutral,0,0,359,639
75.065,sad,0,0,359,639
75.117,sad,0,0,359,639
75.157,sad,0,0,359,639
75.196,sad,0,0,359,639
75.236,sad,0,0,359,639
75.289,sad,0,0,359,639
75.324,sad,0,0,359,639
75.362,sad,0,0,359,639
75.421,sad,0,0,359,639
75.46300000000001,sad,0,0,359,639
75.505,sad,0,0,359,639
75.54,sad,0,0,359,639
75.58,sad,0,0,359,639
75.629,sad,0,0,359,639
75.662,sad,0,0,359,639
75.703,sad,0,0,359,639
75.75,sad,0,0,359,639
75.802,sad,0,0,359,639
75.84,sad,0,0,359,639
75.865,sad,0,0,359,639
75.916,sad,0,0,359,639
75.967,sad,0,0,359,639
76.002,sad,0,0,359,639
76.04,sad,0,0,359,639
76.08800000000001,sad,0,0,359,639
76.135,sad,0,0,359,639
76.165,sad,0,0,359,639
76.209,sad,0,0,359,639
76.254,sad,0,0,359,639
76.292,sad,0,0,359,639
76.33500000000001,sad,0,0,359,639
76.375,fear,0,0,359,639
76.421,fear,0,0,359,639
76.46900000000001,fear,0,0,359,639
76.494,sad,0,0,359,639
76.54,sad,0,0,359,639
76.598,sad,0,0,359,639
76.619,fear,0,0,359,639
76.662,sad,0,0,359,639
76.705,sad,0,0,359,639
76.744,sad,0,0,359,639
76.796,neutral,0,0,359,639
76.83800000000001,sad,0,0,359,639
76.871,sad,0,0,359,639
76.909,neutral,0,0,359,639
76.95100000000001,neutral,0,0,359,639
76.99,sad,0,0,359,639
77.03,sad,0,0,359,639
77.083,sad,0,0,359,639
77.114,sad,0,0,359,639
77.162,sad,0,0,359,639
77.203,sad,0,0,359,639
77.233,sad,0,0,359,639
77.283,sad,0,0,359,639
77.32300000000001,sad,0,0,359,639
77.372,sad,0,0,359,639
77.418,sad,0,0,359,639
77.461,sad,0,0,359,639
77.5,sad,0,0,359,639
77.544,sad,0,0,359,639
77.58,sad,0,0,359,639
77.627,sad,0,0,359,639
77.67,sad,0,0,359,639
77.71000000000001,sad,0,0,359,639
77.748,sad,0,0,359,639
77.797,sad,0,0,359,639
77.84100000000001,sad,0,0,359,639
77.873,sad,0,0,359,639
77.919,sad,0,0,359,639
77.964,sad,0,0,359,639
78.0,sad,0,0,359,639
78.042,sad,0,0,359,639
78.07900000000001,sad,0,0,359,639
78.116,sad,0,0,359,639
78.158,sad,0,0,359,639
78.197,sad,0,0,359,639
78.243,angry,186,294,27,27
78.282,sad,0,0,359,639
78.321,angry,185,293,28,28
78.374,sad,0,0,359,639
78.415,sad,0,0,359,639
78.456,sad,0,0,359,639
78.492,sad,0,0,359,639
78.538,sad,0,0,359,639
78.575,angry,187,294,27,27
78.623,sad,0,0,359,639
78.676,sad,0,0,359,639
78.70400000000001,angry,187,294,28,28
78.761,sad,0,0,359,639
78.787,sad,0,0,359,639
78.84400000000001,sad,0,0,359,639
78.877,sad,0,0,359,639
78.921,sad,0,0,359,639
78.964,sad,0,0,359,639
78.999,sad,0,0,359,639
79.047,sad,0,0,359,639
79.078,sad,0,0,359,639
79.118,sad,0,0,359,639
79.167,sad,0,0,359,639
79.209,sad,0,0,359,639
79.258,sad,0,0,359,639
79.296,angry,182,294,27,27
79.328,angry,0,0,359,639
79.37,sad,0,0,359,639
79.422,sad,0,0,359,639
79.462,sad,0,0,359,639
79.493,sad,0,0,359,639
79.532,sad,0,0,359,639
79.596,sad,0,0,359,639
79.621,sad,0,0,359,639
79.67,sad,183,293,27,27
79.706,sad,0,0,359,639
79.755,sad,183,295,27,27
79.793,sad,183,295,27,27
79.833,sad,0,0,359,639
79.874,sad,0,0,359,639
79.916,sad,0,0,359,639
79.959,sad,0,0,359,639
79.994,happy,0,0,359,639
80.045,sad,0,0,359,639
80.074,angry,0,0,359,639
80.114,sad,0,0,359,639
80.155,sad,0,0,359,639
80.20100000000001,neutral,184,292,27,27
80.245,sad,0,0,359,639
80.281,sad,183,292,27,27
80.333,sad,183,294,27,27
80.374,sad,0,0,359,639
80.415,sad,183,294,28,28
80.443,sad,183,294,28,28
80.498,sad,0,0,359,639
80.537,sad,0,0,359,639
80.58,sad,0,0,359,639
80.629,sad,0,0,359,639
80.664,sad,0,0,359,639
80.717,sad,0,0,359,639
